0;155;156
1;157;156
2;158;156
3;157;156
4;159;156
5;155;156
6;160;156
7;159;156
8;159;156
9;161;156
10;158;156
11;155;156
12;155;156
13;162;156
14;162;156
15;155;156
16;158;156
17;162;156
18;158;156
19;158;156
20;158;156
21;158;156
22;161;156
23;160;156
24;160;156
25;158;156
26;158;156
27;159;156
28;160;156
29;160;156
30;160;156
31;155;156
32;160;156
33;162;156
34;158;156
35;158;156
36;158;156
37;155;156
38;162;156
39;160;156
40;160;156
41;158;156
42;158;156
43;159;156
44;158;156
45;160;156
46;158;156
47;158;156
48;160;156
49;158;156
50;158;156
51;162;156
52;159;156
53;162;156
54;162;156
55;162;156
56;160;156
57;159;156
58;162;156
59;159;156
60;162;156
61;160;156
62;162;156
63;158;156
64;155;156
65;162;156
66;159;156
67;158;156
68;158;156
69;160;156
70;162;156
71;162;156
72;158;156
73;162;156
74;159;156
75;160;156
76;162;156
77;162;156
78;160;156
79;160;156
80;162;156
81;162;156
82;158;156
83;162;156
84;158;156
85;160;156
86;159;156
87;158;156
88;158;156
89;161;156
90;160;156
91;160;156
92;160;156
93;158;156
94;162;156
95;162;156
96;162;156
97;158;156
98;158;156
99;158;156
100;162;156
101;162;156
102;158;156
103;162;156
104;158;156
105;159;156
106;161;156
107;159;156
108;162;156
109;162;156
110;159;156
111;162;156
112;162;156
113;158;156
114;158;156
115;155;156
116;158;156
117;155;156
118;158;156
119;159;156
120;159;156
121;159;156
122;159;156
123;159;156
124;158;156
125;159;156
126;162;156
127;162;156
128;160;156
129;159;156
130;162;156
131;162;156
132;158;156
133;158;156
134;158;156
135;162;156
136;159;156
137;155;156
138;162;156
139;158;156
140;162;156
141;160;156
142;159;156
143;160;156
144;162;156
145;159;156
146;159;156
147;158;156
148;161;156
149;158;156
150;158;156
151;160;156
152;162;156
153;162;156
154;158;156
