0;7899;7900;7901
1;7902;7900;7901
2;7899;7900;7901
3;7902;7900;7901
4;7902;7900;7901
5;7902;7900;7901
6;7902;7900;7901
7;7902;7900;7901
8;7899;7900;7901
9;7899;7900;7901
10;7902;7900;7901
11;7902;7900;7901
12;7902;7900;7901
13;7902;7900;7901
14;7902;7900;7901
15;7902;7900;7901
16;7902;7900;7901
17;7902;7900;7901
18;7902;7900;7901
19;7902;7900;7901
20;7902;7900;7901
21;7902;7900;7901
22;7902;7900;7901
23;7902;7900;7901
24;7902;7900;7901
25;7902;7900;7901
26;7899;7900;7901
27;7902;7900;7901
28;7902;7900;7901
29;7902;7900;7901
30;7902;7900;7901
31;7902;7900;7901
32;7902;7900;7901
33;7902;7900;7901
34;7902;7900;7901
35;7902;7900;7901
36;7902;7900;7901
37;7902;7900;7901
38;7899;7900;7901
39;7902;7900;7901
40;7902;7900;7901
41;7902;7900;7901
42;7902;7900;7901
43;7902;7900;7901
44;7902;7900;7901
45;7902;7900;7901
46;7902;7900;7901
47;7902;7900;7901
48;7902;7900;7901
49;7902;7900;7901
50;7902;7900;7901
51;7902;7900;7901
52;7902;7900;7901
53;7902;7900;7901
54;7902;7900;7901
55;7902;7900;7901
56;7902;7900;7901
57;7902;7900;7901
58;7902;7900;7901
59;7903;7904;7901
60;7903;7904;7901
61;7903;7904;7901
62;7903;7904;7901
63;7903;7904;7901
64;7903;7904;7901
65;7903;7904;7901
66;7903;7904;7901
67;7905;7904;7901
68;7903;7904;7901
69;7903;7904;7901
70;7903;7904;7901
71;7903;7904;7901
72;7903;7904;7901
73;7903;7904;7901
74;7905;7904;7901
75;7903;7904;7901
76;7903;7904;7901
77;7903;7904;7901
78;7903;7904;7901
79;7902;7900;7901
80;7902;7900;7901
81;7902;7900;7901
82;7903;7904;7901
83;7903;7904;7901
84;7903;7904;7901
85;7903;7904;7901
86;7903;7904;7901
87;7903;7904;7901
88;7903;7904;7901
89;7905;7904;7901
90;7902;7900;7901
91;7902;7900;7901
92;7905;7904;7901
93;7905;7904;7901
94;7903;7904;7901
95;7905;7904;7901
96;7903;7904;7901
97;7905;7904;7901
98;7903;7904;7901
99;7903;7904;7901
100;7903;7904;7901
101;7905;7904;7901
102;7905;7904;7901
103;7905;7904;7901
104;7903;7904;7901
105;7903;7904;7901
106;7903;7904;7901
107;7905;7904;7901
108;7905;7904;7901
109;7903;7904;7901
110;7903;7904;7901
111;7903;7904;7901
112;7905;7904;7901
113;7905;7904;7901
114;7905;7904;7901
115;7903;7904;7901
116;7903;7904;7901
117;7905;7904;7901
118;7905;7904;7901
119;7903;7904;7901
120;7905;7904;7901
121;7905;7904;7901
122;7903;7904;7901
123;7903;7904;7901
124;7905;7904;7901
125;7903;7904;7901
126;7905;7904;7901
127;7905;7904;7901
128;7905;7904;7901
129;7899;7900;7901
130;7899;7900;7901
131;7902;7900;7901
132;7902;7900;7901
133;7902;7900;7901
134;7899;7900;7901
135;7899;7900;7901
136;7902;7900;7901
137;7902;7900;7901
138;7902;7900;7901
139;7902;7900;7901
140;7902;7900;7901
141;7902;7900;7901
142;7902;7900;7901
143;7902;7900;7901
144;7899;7900;7901
145;7899;7900;7901
146;7899;7900;7901
147;7899;7900;7901
148;7899;7900;7901
