0;21013;21011;21012
1;21013;21011;21012
2;21013;21011;21012
3;21016;21015;21012
4;21016;21015;21012
5;21016;21015;21012
6;21016;21015;21012
7;21016;21015;21012
8;21016;21015;21012
9;21013;21011;21012
10;21010;21011;21012
11;21016;21015;21012
12;21016;21015;21012
13;21013;21011;21012
14;21016;21015;21012
15;21016;21015;21012
16;21016;21015;21012
17;21016;21015;21012
18;21016;21015;21012
19;21016;21015;21012
20;21016;21015;21012
21;21016;21015;21012
22;21016;21015;21012
23;21016;21015;21012
24;21016;21015;21012
25;21016;21015;21012
26;21016;21015;21012
27;21016;21015;21012
28;21016;21015;21012
29;21016;21015;21012
30;21016;21015;21012
31;21016;21015;21012
32;21016;21015;21012
33;21016;21015;21012
34;21016;21015;21012
35;21016;21015;21012
36;21016;21015;21012
37;21016;21015;21012
38;21016;21015;21012
39;21016;21015;21012
40;21016;21015;21012
41;21016;21015;21012
42;21016;21015;21012
43;21016;21015;21012
44;21016;21015;21012
45;21016;21015;21012
46;21016;21015;21012
47;21016;21015;21012
48;21016;21015;21012
49;21013;21011;21012
50;21013;21011;21012
51;21014;21015;21012
52;21016;21015;21012
53;21016;21015;21012
54;21016;21015;21012
55;21016;21015;21012
56;21016;21015;21012
57;21016;21015;21012
58;21016;21015;21012
59;21016;21015;21012
60;21016;21015;21012
61;21016;21015;21012
62;21016;21015;21012
63;21016;21015;21012
64;21016;21015;21012
65;21016;21015;21012
66;21016;21015;21012
67;21016;21015;21012
68;21016;21015;21012
69;21016;21015;21012
70;21016;21015;21012
71;21016;21015;21012
72;21016;21015;21012
73;21016;21015;21012
74;21016;21015;21012
75;21016;21015;21012
76;21016;21015;21012
77;21016;21015;21012
78;21016;21015;21012
79;21016;21015;21012
80;21016;21015;21012
81;21016;21015;21012
82;21016;21015;21012
83;21016;21015;21012
84;21016;21015;21012
85;21016;21015;21012
86;21016;21015;21012
87;21016;21015;21012
88;21016;21015;21012
89;21016;21015;21012
90;21016;21015;21012
91;21016;21015;21012
92;21016;21015;21012
93;21016;21015;21012
94;21016;21015;21012
95;21016;21015;21012
96;21016;21015;21012
97;21016;21015;21012
98;21016;21015;21012
99;21014;21015;21012
100;21016;21015;21012
