0;92;89;83
1;87;82;83
2;85;82;83
3;84;82;83
4;81;82;83
5;81;82;83
6;85;82;83
7;84;82;83
8;86;82;83
9;85;82;83
10;91;89;83
11;81;82;83
12;84;82;83
13;81;82;83
14;86;82;83
15;88;89;83
16;86;82;83
17;88;89;83
18;86;82;83
19;84;82;83
20;84;82;83
21;85;82;83
22;81;82;83
23;93;89;83
24;88;89;83
25;87;82;83
26;87;82;83
27;88;89;83
28;85;82;83
29;87;82;83
30;87;82;83
31;93;89;83
32;88;89;83
33;90;89;83
34;90;89;83
35;90;89;83
36;91;89;83
37;91;89;83
38;93;89;83
39;90;89;83
40;93;89;83
41;90;89;83
42;92;89;83
43;92;89;83
44;92;89;83
45;86;82;83
46;91;89;83
47;91;89;83
48;93;89;83
49;92;89;83
50;94;95;83
51;99;95;83
52;81;82;83
53;96;95;83
54;100;101;83
55;96;95;83
56;94;95;83
57;94;95;83
58;97;95;83
59;98;95;83
60;96;95;83
61;96;95;83
62;94;95;83
63;97;95;83
64;97;95;83
65;99;95;83
66;96;95;83
67;97;95;83
68;102;101;83
69;97;95;83
70;99;95;83
71;98;95;83
72;98;95;83
73;100;101;83
74;99;95;83
75;99;95;83
76;94;95;83
77;100;101;83
78;98;95;83
79;98;95;83
80;90;89;83
