51;[0,53];[0,54];[0,56]
0;[0,53];[0,54];[0,56]
1;[0,53];[0,54];[0,56]
52;[0,53];[0,54];[0,56]
2;[0,53];[0,54];[0,56]
3;[0,53];[0,54];[0,56]
4;[0,53];[0,54];[0,56]
53;[0,53];[0,54];[0,56]
5;[0,53];[0,54];[0,56]
6;[0,53];[0,54];[0,56]
7;[7,54];[0,54];[0,56]
8;[7,54];[0,54];[0,56]
9;[7,54];[0,54];[0,56]
10;[7,54];[0,54];[0,56]
54;[7,54];[0,54];[0,56]
11;[7,54];[0,54];[0,56]
12;[7,54];[0,54];[0,56]
13;[7,54];[0,54];[0,56]
14;[7,54];[0,54];[0,56]
15;[7,54];[0,54];[0,56]
16;[16,25];[16,35];[0,56]
17;[16,25];[16,35];[0,56]
18;[16,25];[16,35];[0,56]
19;[16,25];[16,35];[0,56]
20;[16,25];[16,35];[0,56]
21;[16,25];[16,35];[0,56]
22;[16,25];[16,35];[0,56]
23;[16,25];[16,35];[0,56]
24;[16,25];[16,35];[0,56]
25;[16,25];[16,35];[0,56]
26;[26,35];[16,35];[0,56]
27;[26,35];[16,35];[0,56]
28;[26,35];[16,35];[0,56]
29;[26,35];[16,35];[0,56]
30;[26,35];[16,35];[0,56]
31;[26,35];[16,35];[0,56]
32;[26,35];[16,35];[0,56]
33;[26,35];[16,35];[0,56]
34;[26,35];[16,35];[0,56]
35;[26,35];[16,35];[0,56]
36;[36,55];[36,56];[0,56]
37;[36,55];[36,56];[0,56]
38;[36,55];[36,56];[0,56]
55;[36,55];[36,56];[0,56]
39;[36,55];[36,56];[0,56]
40;[36,55];[36,56];[0,56]
41;[36,55];[36,56];[0,56]
42;[36,55];[36,56];[0,56]
43;[36,55];[36,56];[0,56]
44;[36,55];[36,56];[0,56]
45;[45,56];[36,56];[0,56]
46;[45,56];[36,56];[0,56]
56;[45,56];[36,56];[0,56]
47;[45,56];[36,56];[0,56]
48;[45,56];[36,56];[0,56]
49;[45,56];[36,56];[0,56]
50;[45,56];[36,56];[0,56]
