13;[13,17];[13,22];[13,32];[13,52];[13,2009]
14;[13,17];[13,22];[13,32];[13,52];[13,2009]
15;[13,17];[13,22];[13,32];[13,52];[13,2009]
16;[13,17];[13,22];[13,32];[13,52];[13,2009]
17;[13,17];[13,22];[13,32];[13,52];[13,2009]
18;[18,22];[13,22];[13,32];[13,52];[13,2009]
19;[18,22];[13,22];[13,32];[13,52];[13,2009]
20;[18,22];[13,22];[13,32];[13,52];[13,2009]
21;[18,22];[13,22];[13,32];[13,52];[13,2009]
22;[18,22];[13,22];[13,32];[13,52];[13,2009]
23;[23,27];[23,32];[13,32];[13,52];[13,2009]
24;[23,27];[23,32];[13,32];[13,52];[13,2009]
25;[23,27];[23,32];[13,32];[13,52];[13,2009]
26;[23,27];[23,32];[13,32];[13,52];[13,2009]
27;[23,27];[23,32];[13,32];[13,52];[13,2009]
28;[28,32];[23,32];[13,32];[13,52];[13,2009]
29;[28,32];[23,32];[13,32];[13,52];[13,2009]
30;[28,32];[23,32];[13,32];[13,52];[13,2009]
31;[28,32];[23,32];[13,32];[13,52];[13,2009]
32;[28,32];[23,32];[13,32];[13,52];[13,2009]
33;[33,37];[33,42];[33,52];[13,52];[13,2009]
34;[33,37];[33,42];[33,52];[13,52];[13,2009]
35;[33,37];[33,42];[33,52];[13,52];[13,2009]
36;[33,37];[33,42];[33,52];[13,52];[13,2009]
37;[33,37];[33,42];[33,52];[13,52];[13,2009]
38;[38,42];[33,42];[33,52];[13,52];[13,2009]
39;[38,42];[33,42];[33,52];[13,52];[13,2009]
40;[38,42];[33,42];[33,52];[13,52];[13,2009]
41;[38,42];[33,42];[33,52];[13,52];[13,2009]
42;[38,42];[33,42];[33,52];[13,52];[13,2009]
43;[43,47];[43,52];[33,52];[13,52];[13,2009]
44;[43,47];[43,52];[33,52];[13,52];[13,2009]
45;[43,47];[43,52];[33,52];[13,52];[13,2009]
46;[43,47];[43,52];[33,52];[13,52];[13,2009]
47;[43,47];[43,52];[33,52];[13,52];[13,2009]
48;[48,52];[43,52];[33,52];[13,52];[13,2009]
49;[48,52];[43,52];[33,52];[13,52];[13,2009]
50;[48,52];[43,52];[33,52];[13,52];[13,2009]
51;[48,52];[43,52];[33,52];[13,52];[13,2009]
52;[48,52];[43,52];[33,52];[13,52];[13,2009]
53;[53,57];[53,62];[53,72];[53,92];[13,2009]
54;[53,57];[53,62];[53,72];[53,92];[13,2009]
55;[53,57];[53,62];[53,72];[53,92];[13,2009]
56;[53,57];[53,62];[53,72];[53,92];[13,2009]
57;[53,57];[53,62];[53,72];[53,92];[13,2009]
58;[58,62];[53,62];[53,72];[53,92];[13,2009]
59;[58,62];[53,62];[53,72];[53,92];[13,2009]
60;[58,62];[53,62];[53,72];[53,92];[13,2009]
61;[58,62];[53,62];[53,72];[53,92];[13,2009]
62;[58,62];[53,62];[53,72];[53,92];[13,2009]
63;[63,67];[63,72];[53,72];[53,92];[13,2009]
64;[63,67];[63,72];[53,72];[53,92];[13,2009]
65;[63,67];[63,72];[53,72];[53,92];[13,2009]
66;[63,67];[63,72];[53,72];[53,92];[13,2009]
67;[63,67];[63,72];[53,72];[53,92];[13,2009]
68;[68,72];[63,72];[53,72];[53,92];[13,2009]
69;[68,72];[63,72];[53,72];[53,92];[13,2009]
70;[68,72];[63,72];[53,72];[53,92];[13,2009]
71;[68,72];[63,72];[53,72];[53,92];[13,2009]
72;[68,72];[63,72];[53,72];[53,92];[13,2009]
73;[73,77];[73,82];[73,92];[53,92];[13,2009]
74;[73,77];[73,82];[73,92];[53,92];[13,2009]
75;[73,77];[73,82];[73,92];[53,92];[13,2009]
76;[73,77];[73,82];[73,92];[53,92];[13,2009]
77;[73,77];[73,82];[73,92];[53,92];[13,2009]
78;[78,82];[73,82];[73,92];[53,92];[13,2009]
79;[78,82];[73,82];[73,92];[53,92];[13,2009]
80;[78,82];[73,82];[73,92];[53,92];[13,2009]
81;[78,82];[73,82];[73,92];[53,92];[13,2009]
82;[78,82];[73,82];[73,92];[53,92];[13,2009]
83;[83,87];[83,92];[73,92];[53,92];[13,2009]
84;[83,87];[83,92];[73,92];[53,92];[13,2009]
85;[83,87];[83,92];[73,92];[53,92];[13,2009]
86;[83,87];[83,92];[73,92];[53,92];[13,2009]
87;[83,87];[83,92];[73,92];[53,92];[13,2009]
88;[88,92];[83,92];[73,92];[53,92];[13,2009]
89;[88,92];[83,92];[73,92];[53,92];[13,2009]
90;[88,92];[83,92];[73,92];[53,92];[13,2009]
91;[88,92];[83,92];[73,92];[53,92];[13,2009]
92;[88,92];[83,92];[73,92];[53,92];[13,2009]
93;[93,97];[93,102];[93,1999];[93,2009];[13,2009]
94;[93,97];[93,102];[93,1999];[93,2009];[13,2009]
95;[93,97];[93,102];[93,1999];[93,2009];[13,2009]
96;[93,97];[93,102];[93,1999];[93,2009];[13,2009]
97;[93,97];[93,102];[93,1999];[93,2009];[13,2009]
98;[98,102];[93,102];[93,1999];[93,2009];[13,2009]
99;[98,102];[93,102];[93,1999];[93,2009];[13,2009]
100;[98,102];[93,102];[93,1999];[93,2009];[13,2009]
101;[98,102];[93,102];[93,1999];[93,2009];[13,2009]
102;[98,102];[93,102];[93,1999];[93,2009];[13,2009]
103;[103,107];[103,1999];[93,1999];[93,2009];[13,2009]
104;[103,107];[103,1999];[93,1999];[93,2009];[13,2009]
105;[103,107];[103,1999];[93,1999];[93,2009];[13,2009]
106;[103,107];[103,1999];[93,1999];[93,2009];[13,2009]
107;[103,107];[103,1999];[93,1999];[93,2009];[13,2009]
108;[108,1999];[103,1999];[93,1999];[93,2009];[13,2009]
109;[108,1999];[103,1999];[93,1999];[93,2009];[13,2009]
1997;[108,1999];[103,1999];[93,1999];[93,2009];[13,2009]
1998;[108,1999];[103,1999];[93,1999];[93,2009];[13,2009]
1999;[108,1999];[103,1999];[93,1999];[93,2009];[13,2009]
2000;[2000,2004];[2000,2009];[110,2009];[93,2009];[13,2009]
2001;[2000,2004];[2000,2009];[110,2009];[93,2009];[13,2009]
2002;[2000,2004];[2000,2009];[110,2009];[93,2009];[13,2009]
2003;[2000,2004];[2000,2009];[110,2009];[93,2009];[13,2009]
2004;[2000,2004];[2000,2009];[110,2009];[93,2009];[13,2009]
2005;[2005,2009];[2000,2009];[110,2009];[93,2009];[13,2009]
2006;[2005,2009];[2000,2009];[110,2009];[93,2009];[13,2009]
2007;[2005,2009];[2000,2009];[110,2009];[93,2009];[13,2009]
2008;[2005,2009];[2000,2009];[110,2009];[93,2009];[13,2009]
2009;[2005,2009];[2000,2009];[110,2009];[93,2009];[13,2009]
110;[110,111];[110,111];[110,2009];[93,2009];[13,2009]
111;[110,111];[110,111];[110,2009];[93,2009];[13,2009]
