0;[0, 1000[;[0, 2000[;*
1;[0, 1000[;[0, 2000[;*
2;[0, 1000[;[0, 2000[;*
3;[0, 1000[;[0, 2000[;*
4;[0, 1000[;[0, 2000[;*
5;[0, 1000[;[0, 2000[;*
6;[0, 1000[;[0, 2000[;*
7;[0, 1000[;[0, 2000[;*
8;[0, 1000[;[0, 2000[;*
9;[0, 1000[;[0, 2000[;*
10;[0, 1000[;[0, 2000[;*
11;[0, 1000[;[0, 2000[;*
12;[0, 1000[;[0, 2000[;*
13;[0, 1000[;[0, 2000[;*
14;[0, 1000[;[0, 2000[;*
15;[0, 1000[;[0, 2000[;*
16;[0, 1000[;[0, 2000[;*
17;[0, 1000[;[0, 2000[;*
18;[0, 1000[;[0, 2000[;*
19;[0, 1000[;[0, 2000[;*
20;[0, 1000[;[0, 2000[;*
21;[0, 1000[;[0, 2000[;*
22;[0, 1000[;[0, 2000[;*
23;[0, 1000[;[0, 2000[;*
24;[0, 1000[;[0, 2000[;*
25;[0, 1000[;[0, 2000[;*
26;[0, 1000[;[0, 2000[;*
27;[0, 1000[;[0, 2000[;*
28;[0, 1000[;[0, 2000[;*
29;[0, 1000[;[0, 2000[;*
30;[0, 1000[;[0, 2000[;*
31;[0, 1000[;[0, 2000[;*
32;[0, 1000[;[0, 2000[;*
33;[0, 1000[;[0, 2000[;*
34;[0, 1000[;[0, 2000[;*
36;[0, 1000[;[0, 2000[;*
37;[0, 1000[;[0, 2000[;*
38;[0, 1000[;[0, 2000[;*
39;[0, 1000[;[0, 2000[;*
40;[0, 1000[;[0, 2000[;*
42;[0, 1000[;[0, 2000[;*
43;[0, 1000[;[0, 2000[;*
45;[0, 1000[;[0, 2000[;*
47;[0, 1000[;[0, 2000[;*
48;[0, 1000[;[0, 2000[;*
49;[0, 1000[;[0, 2000[;*
50;[0, 1000[;[0, 2000[;*
51;[0, 1000[;[0, 2000[;*
52;[0, 1000[;[0, 2000[;*
54;[0, 1000[;[0, 2000[;*
55;[0, 1000[;[0, 2000[;*
56;[0, 1000[;[0, 2000[;*
57;[0, 1000[;[0, 2000[;*
58;[0, 1000[;[0, 2000[;*
59;[0, 1000[;[0, 2000[;*
60;[0, 1000[;[0, 2000[;*
61;[0, 1000[;[0, 2000[;*
62;[0, 1000[;[0, 2000[;*
64;[0, 1000[;[0, 2000[;*
65;[0, 1000[;[0, 2000[;*
66;[0, 1000[;[0, 2000[;*
67;[0, 1000[;[0, 2000[;*
68;[0, 1000[;[0, 2000[;*
69;[0, 1000[;[0, 2000[;*
70;[0, 1000[;[0, 2000[;*
71;[0, 1000[;[0, 2000[;*
72;[0, 1000[;[0, 2000[;*
73;[0, 1000[;[0, 2000[;*
74;[0, 1000[;[0, 2000[;*
75;[0, 1000[;[0, 2000[;*
76;[0, 1000[;[0, 2000[;*
77;[0, 1000[;[0, 2000[;*
78;[0, 1000[;[0, 2000[;*
79;[0, 1000[;[0, 2000[;*
80;[0, 1000[;[0, 2000[;*
81;[0, 1000[;[0, 2000[;*
82;[0, 1000[;[0, 2000[;*
83;[0, 1000[;[0, 2000[;*
85;[0, 1000[;[0, 2000[;*
88;[0, 1000[;[0, 2000[;*
89;[0, 1000[;[0, 2000[;*
90;[0, 1000[;[0, 2000[;*
91;[0, 1000[;[0, 2000[;*
92;[0, 1000[;[0, 2000[;*
94;[0, 1000[;[0, 2000[;*
95;[0, 1000[;[0, 2000[;*
98;[0, 1000[;[0, 2000[;*
99;[0, 1000[;[0, 2000[;*
100;[0, 1000[;[0, 2000[;*
101;[0, 1000[;[0, 2000[;*
102;[0, 1000[;[0, 2000[;*
103;[0, 1000[;[0, 2000[;*
104;[0, 1000[;[0, 2000[;*
105;[0, 1000[;[0, 2000[;*
106;[0, 1000[;[0, 2000[;*
107;[0, 1000[;[0, 2000[;*
108;[0, 1000[;[0, 2000[;*
109;[0, 1000[;[0, 2000[;*
110;[0, 1000[;[0, 2000[;*
111;[0, 1000[;[0, 2000[;*
112;[0, 1000[;[0, 2000[;*
113;[0, 1000[;[0, 2000[;*
114;[0, 1000[;[0, 2000[;*
115;[0, 1000[;[0, 2000[;*
116;[0, 1000[;[0, 2000[;*
117;[0, 1000[;[0, 2000[;*
118;[0, 1000[;[0, 2000[;*
119;[0, 1000[;[0, 2000[;*
120;[0, 1000[;[0, 2000[;*
121;[0, 1000[;[0, 2000[;*
122;[0, 1000[;[0, 2000[;*
123;[0, 1000[;[0, 2000[;*
124;[0, 1000[;[0, 2000[;*
125;[0, 1000[;[0, 2000[;*
126;[0, 1000[;[0, 2000[;*
127;[0, 1000[;[0, 2000[;*
128;[0, 1000[;[0, 2000[;*
