-157264;[-157264, 0[;[-157264, 1000[;*
-61506;[-157264, 0[;[-157264, 1000[;*
-46127;[-157264, 0[;[-157264, 1000[;*
-34041;[-157264, 0[;[-157264, 1000[;*
-25443;[-157264, 0[;[-157264, 1000[;*
-24702;[-157264, 0[;[-157264, 1000[;*
-20320;[-157264, 0[;[-157264, 1000[;*
-17706;[-157264, 0[;[-157264, 1000[;*
-15910;[-157264, 0[;[-157264, 1000[;*
-15641;[-157264, 0[;[-157264, 1000[;*
-15000;[-157264, 0[;[-157264, 1000[;*
-14998;[-157264, 0[;[-157264, 1000[;*
-11925;[-157264, 0[;[-157264, 1000[;*
-11035;[-157264, 0[;[-157264, 1000[;*
-10951;[-157264, 0[;[-157264, 1000[;*
-10922;[-157264, 0[;[-157264, 1000[;*
-10608;[-157264, 0[;[-157264, 1000[;*
-10542;[-157264, 0[;[-157264, 1000[;*
-9850;[-157264, 0[;[-157264, 1000[;*
-9415;[-157264, 0[;[-157264, 1000[;*
-9032;[-157264, 0[;[-157264, 1000[;*
-7809;[-157264, 0[;[-157264, 1000[;*
-7772;[-157264, 0[;[-157264, 1000[;*
-7292;[-157264, 0[;[-157264, 1000[;*
-6877;[-157264, 0[;[-157264, 1000[;*
-6674;[-157264, 0[;[-157264, 1000[;*
-6144;[-157264, 0[;[-157264, 1000[;*
-6042;[-157264, 0[;[-157264, 1000[;*
-5738;[-157264, 0[;[-157264, 1000[;*
-5700;[-157264, 0[;[-157264, 1000[;*
-5386;[-157264, 0[;[-157264, 1000[;*
-5187;[-157264, 0[;[-157264, 1000[;*
-5132;[-157264, 0[;[-157264, 1000[;*
-5000;[-157264, 0[;[-157264, 1000[;*
-4894;[-157264, 0[;[-157264, 1000[;*
-4661;[-157264, 0[;[-157264, 1000[;*
-4650;[-157264, 0[;[-157264, 1000[;*
-4620;[-157264, 0[;[-157264, 1000[;*
-4617;[-157264, 0[;[-157264, 1000[;*
-4577;[-157264, 0[;[-157264, 1000[;*
-4291;[-157264, 0[;[-157264, 1000[;*
-4247;[-157264, 0[;[-157264, 1000[;*
-4244;[-157264, 0[;[-157264, 1000[;*
-4220;[-157264, 0[;[-157264, 1000[;*
-4016;[-157264, 0[;[-157264, 1000[;*
-3990;[-157264, 0[;[-157264, 1000[;*
-3987;[-157264, 0[;[-157264, 1000[;*
-3859;[-157264, 0[;[-157264, 1000[;*
-3764;[-157264, 0[;[-157264, 1000[;*
-3744;[-157264, 0[;[-157264, 1000[;*
-3699;[-157264, 0[;[-157264, 1000[;*
-3650;[-157264, 0[;[-157264, 1000[;*
-3634;[-157264, 0[;[-157264, 1000[;*
-3626;[-157264, 0[;[-157264, 1000[;*
-3484;[-157264, 0[;[-157264, 1000[;*
-3322;[-157264, 0[;[-157264, 1000[;*
-3283;[-157264, 0[;[-157264, 1000[;*
-3098;[-157264, 0[;[-157264, 1000[;*
-3000;[-157264, 0[;[-157264, 1000[;*
-2985;[-157264, 0[;[-157264, 1000[;*
-2953;[-157264, 0[;[-157264, 1000[;*
-2900;[-157264, 0[;[-157264, 1000[;*
-2811;[-157264, 0[;[-157264, 1000[;*
-2793;[-157264, 0[;[-157264, 1000[;*
-2750;[-157264, 0[;[-157264, 1000[;*
-2697;[-157264, 0[;[-157264, 1000[;*
-2681;[-157264, 0[;[-157264, 1000[;*
-2650;[-157264, 0[;[-157264, 1000[;*
-2643;[-157264, 0[;[-157264, 1000[;*
-2640;[-157264, 0[;[-157264, 1000[;*
-2601;[-157264, 0[;[-157264, 1000[;*
-2587;[-157264, 0[;[-157264, 1000[;*
-2550;[-157264, 0[;[-157264, 1000[;*
-2506;[-157264, 0[;[-157264, 1000[;*
-2474;[-157264, 0[;[-157264, 1000[;*
-2437;[-157264, 0[;[-157264, 1000[;*
-2429;[-157264, 0[;[-157264, 1000[;*
-2400;[-157264, 0[;[-157264, 1000[;*
-2390;[-157264, 0[;[-157264, 1000[;*
-2364;[-157264, 0[;[-157264, 1000[;*
-2320;[-157264, 0[;[-157264, 1000[;*
-2241;[-157264, 0[;[-157264, 1000[;*
-2209;[-157264, 0[;[-157264, 1000[;*
-2113;[-157264, 0[;[-157264, 1000[;*
-2106;[-157264, 0[;[-157264, 1000[;*
-2076;[-157264, 0[;[-157264, 1000[;*
-2000;[-157264, 0[;[-157264, 1000[;*
-1953;[-157264, 0[;[-157264, 1000[;*
-1930;[-157264, 0[;[-157264, 1000[;*
-1921;[-157264, 0[;[-157264, 1000[;*
-1917;[-157264, 0[;[-157264, 1000[;*
-1868;[-157264, 0[;[-157264, 1000[;*
-1843;[-157264, 0[;[-157264, 1000[;*
-1813;[-157264, 0[;[-157264, 1000[;*
-1801;[-157264, 0[;[-157264, 1000[;*
-1800;[-157264, 0[;[-157264, 1000[;*
-1690;[-157264, 0[;[-157264, 1000[;*
-1678;[-157264, 0[;[-157264, 1000[;*
-1675;[-157264, 0[;[-157264, 1000[;*
-1659;[-157264, 0[;[-157264, 1000[;*
-1618;[-157264, 0[;[-157264, 1000[;*
-1581;[-157264, 0[;[-157264, 1000[;*
-1580;[-157264, 0[;[-157264, 1000[;*
-1573;[-157264, 0[;[-157264, 1000[;*
-1548;[-157264, 0[;[-157264, 1000[;*
-1523;[-157264, 0[;[-157264, 1000[;*
-1500;[-157264, 0[;[-157264, 1000[;*
-1466;[-157264, 0[;[-157264, 1000[;*
-1460;[-157264, 0[;[-157264, 1000[;*
-1458;[-157264, 0[;[-157264, 1000[;*
-1404;[-157264, 0[;[-157264, 1000[;*
-1400;[-157264, 0[;[-157264, 1000[;*
-1360;[-157264, 0[;[-157264, 1000[;*
-1350;[-157264, 0[;[-157264, 1000[;*
-1327;[-157264, 0[;[-157264, 1000[;*
-1318;[-157264, 0[;[-157264, 1000[;*
-1294;[-157264, 0[;[-157264, 1000[;*
-1282;[-157264, 0[;[-157264, 1000[;*
-1248;[-157264, 0[;[-157264, 1000[;*
-1202;[-157264, 0[;[-157264, 1000[;*
-1170;[-157264, 0[;[-157264, 1000[;*
-1141;[-157264, 0[;[-157264, 1000[;*
-1130;[-157264, 0[;[-157264, 1000[;*
-1117;[-157264, 0[;[-157264, 1000[;*
-1116;[-157264, 0[;[-157264, 1000[;*
-1114;[-157264, 0[;[-157264, 1000[;*
-1080;[-157264, 0[;[-157264, 1000[;*
-1050;[-157264, 0[;[-157264, 1000[;*
-1037;[-157264, 0[;[-157264, 1000[;*
-1027;[-157264, 0[;[-157264, 1000[;*
-1024;[-157264, 0[;[-157264, 1000[;*
-1001;[-157264, 0[;[-157264, 1000[;*
-1000;[-157264, 0[;[-157264, 1000[;*
-978;[-157264, 0[;[-157264, 1000[;*
-975;[-157264, 0[;[-157264, 1000[;*
-959;[-157264, 0[;[-157264, 1000[;*
-948;[-157264, 0[;[-157264, 1000[;*
-946;[-157264, 0[;[-157264, 1000[;*
-936;[-157264, 0[;[-157264, 1000[;*
-930;[-157264, 0[;[-157264, 1000[;*
-928;[-157264, 0[;[-157264, 1000[;*
-915;[-157264, 0[;[-157264, 1000[;*
-910;[-157264, 0[;[-157264, 1000[;*
-900;[-157264, 0[;[-157264, 1000[;*
-897;[-157264, 0[;[-157264, 1000[;*
-890;[-157264, 0[;[-157264, 1000[;*
-874;[-157264, 0[;[-157264, 1000[;*
-856;[-157264, 0[;[-157264, 1000[;*
-850;[-157264, 0[;[-157264, 1000[;*
-849;[-157264, 0[;[-157264, 1000[;*
-830;[-157264, 0[;[-157264, 1000[;*
-829;[-157264, 0[;[-157264, 1000[;*
-820;[-157264, 0[;[-157264, 1000[;*
-810;[-157264, 0[;[-157264, 1000[;*
-807;[-157264, 0[;[-157264, 1000[;*
-792;[-157264, 0[;[-157264, 1000[;*
-789;[-157264, 0[;[-157264, 1000[;*
-781;[-157264, 0[;[-157264, 1000[;*
-780;[-157264, 0[;[-157264, 1000[;*
-770;[-157264, 0[;[-157264, 1000[;*
-768;[-157264, 0[;[-157264, 1000[;*
-760;[-157264, 0[;[-157264, 1000[;*
-748;[-157264, 0[;[-157264, 1000[;*
-745;[-157264, 0[;[-157264, 1000[;*
-738;[-157264, 0[;[-157264, 1000[;*
-721;[-157264, 0[;[-157264, 1000[;*
-720;[-157264, 0[;[-157264, 1000[;*
-718;[-157264, 0[;[-157264, 1000[;*
-709;[-157264, 0[;[-157264, 1000[;*
