0;[0, 1000[;[0, 2000[;*
1;[0, 1000[;[0, 2000[;*
2;[0, 1000[;[0, 2000[;*
3;[0, 1000[;[0, 2000[;*
4;[0, 1000[;[0, 2000[;*
5;[0, 1000[;[0, 2000[;*
6;[0, 1000[;[0, 2000[;*
7;[0, 1000[;[0, 2000[;*
8;[0, 1000[;[0, 2000[;*
9;[0, 1000[;[0, 2000[;*
10;[0, 1000[;[0, 2000[;*
11;[0, 1000[;[0, 2000[;*
12;[0, 1000[;[0, 2000[;*
13;[0, 1000[;[0, 2000[;*
14;[0, 1000[;[0, 2000[;*
15;[0, 1000[;[0, 2000[;*
16;[0, 1000[;[0, 2000[;*
17;[0, 1000[;[0, 2000[;*
18;[0, 1000[;[0, 2000[;*
20;[0, 1000[;[0, 2000[;*
21;[0, 1000[;[0, 2000[;*
22;[0, 1000[;[0, 2000[;*
23;[0, 1000[;[0, 2000[;*
24;[0, 1000[;[0, 2000[;*
25;[0, 1000[;[0, 2000[;*
26;[0, 1000[;[0, 2000[;*
27;[0, 1000[;[0, 2000[;*
28;[0, 1000[;[0, 2000[;*
29;[0, 1000[;[0, 2000[;*
31;[0, 1000[;[0, 2000[;*
33;[0, 1000[;[0, 2000[;*
34;[0, 1000[;[0, 2000[;*
35;[0, 1000[;[0, 2000[;*
36;[0, 1000[;[0, 2000[;*
37;[0, 1000[;[0, 2000[;*
39;[0, 1000[;[0, 2000[;*
40;[0, 1000[;[0, 2000[;*
41;[0, 1000[;[0, 2000[;*
44;[0, 1000[;[0, 2000[;*
46;[0, 1000[;[0, 2000[;*
47;[0, 1000[;[0, 2000[;*
50;[0, 1000[;[0, 2000[;*
51;[0, 1000[;[0, 2000[;*
52;[0, 1000[;[0, 2000[;*
53;[0, 1000[;[0, 2000[;*
55;[0, 1000[;[0, 2000[;*
56;[0, 1000[;[0, 2000[;*
57;[0, 1000[;[0, 2000[;*
59;[0, 1000[;[0, 2000[;*
60;[0, 1000[;[0, 2000[;*
61;[0, 1000[;[0, 2000[;*
62;[0, 1000[;[0, 2000[;*
65;[0, 1000[;[0, 2000[;*
66;[0, 1000[;[0, 2000[;*
67;[0, 1000[;[0, 2000[;*
68;[0, 1000[;[0, 2000[;*
69;[0, 1000[;[0, 2000[;*
70;[0, 1000[;[0, 2000[;*
73;[0, 1000[;[0, 2000[;*
75;[0, 1000[;[0, 2000[;*
76;[0, 1000[;[0, 2000[;*
77;[0, 1000[;[0, 2000[;*
78;[0, 1000[;[0, 2000[;*
79;[0, 1000[;[0, 2000[;*
80;[0, 1000[;[0, 2000[;*
82;[0, 1000[;[0, 2000[;*
87;[0, 1000[;[0, 2000[;*
88;[0, 1000[;[0, 2000[;*
89;[0, 1000[;[0, 2000[;*
90;[0, 1000[;[0, 2000[;*
91;[0, 1000[;[0, 2000[;*
92;[0, 1000[;[0, 2000[;*
93;[0, 1000[;[0, 2000[;*
94;[0, 1000[;[0, 2000[;*
95;[0, 1000[;[0, 2000[;*
97;[0, 1000[;[0, 2000[;*
99;[0, 1000[;[0, 2000[;*
100;[0, 1000[;[0, 2000[;*
101;[0, 1000[;[0, 2000[;*
102;[0, 1000[;[0, 2000[;*
104;[0, 1000[;[0, 2000[;*
105;[0, 1000[;[0, 2000[;*
107;[0, 1000[;[0, 2000[;*
108;[0, 1000[;[0, 2000[;*
109;[0, 1000[;[0, 2000[;*
110;[0, 1000[;[0, 2000[;*
113;[0, 1000[;[0, 2000[;*
116;[0, 1000[;[0, 2000[;*
120;[0, 1000[;[0, 2000[;*
121;[0, 1000[;[0, 2000[;*
123;[0, 1000[;[0, 2000[;*
125;[0, 1000[;[0, 2000[;*
127;[0, 1000[;[0, 2000[;*
129;[0, 1000[;[0, 2000[;*
130;[0, 1000[;[0, 2000[;*
131;[0, 1000[;[0, 2000[;*
132;[0, 1000[;[0, 2000[;*
133;[0, 1000[;[0, 2000[;*
135;[0, 1000[;[0, 2000[;*
136;[0, 1000[;[0, 2000[;*
137;[0, 1000[;[0, 2000[;*
138;[0, 1000[;[0, 2000[;*
140;[0, 1000[;[0, 2000[;*
141;[0, 1000[;[0, 2000[;*
142;[0, 1000[;[0, 2000[;*
144;[0, 1000[;[0, 2000[;*
145;[0, 1000[;[0, 2000[;*
146;[0, 1000[;[0, 2000[;*
148;[0, 1000[;[0, 2000[;*
149;[0, 1000[;[0, 2000[;*
150;[0, 1000[;[0, 2000[;*
151;[0, 1000[;[0, 2000[;*
152;[0, 1000[;[0, 2000[;*
154;[0, 1000[;[0, 2000[;*
155;[0, 1000[;[0, 2000[;*
156;[0, 1000[;[0, 2000[;*
157;[0, 1000[;[0, 2000[;*
